index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
100," \w παράκλησιν|lemma=""παράκλησις"" strong=""G38740"" x-morph=""Gr,N,,,,,AFS,"" x-tw=""rc://*/tw/dict/bible/other/courage""",1,7, παράκλησιν,,"Gr,N,,,,,AFS,",παράκλησις,G38740,False,G38740,rc://*/tw/dict/bible/other/courage,100,1,1,58-PHM
101,", \w ἐπὶ|lemma=""ἐπί"" strong=""G19090"" x-morph=""Gr,P,,,,,D,,,""",1,7, ἐπὶ,", ","Gr,P,,,,,D,,,",ἐπί,G19090,False,G19090,,101,1,1,58-PHM
102," \w τῇ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,DFS,""",1,7, τῇ,,"Gr,EA,,,,DFS,",ὁ,G35880,False,G35880,,102,1,1,58-PHM
103," \w ἀγάπῃ|lemma=""ἀγάπη"" strong=""G00260"" x-morph=""Gr,N,,,,,DFS,"" x-tw=""rc://*/tw/dict/bible/kt/love""",1,7, ἀγάπῃ,,"Gr,N,,,,,DFS,",ἀγάπη,G00260,False,G00260,rc://*/tw/dict/bible/kt/love,103,1,1,58-PHM
104," \w σου|lemma=""σύ"" strong=""G47710"" x-morph=""Gr,RP,,,2G,S,""",1,7, σου,,"Gr,RP,,,2G,S,",σύ,G47710,False,G47710,,104,1,1,58-PHM
105,", \w ὅτι|lemma=""ὅτι"" strong=""G37540"" x-morph=""Gr,CS,,,,,,,,""",1,7, ὅτι,", ","Gr,CS,,,,,,,,",ὅτι,G37540,False,G37540,,105,1,1,58-PHM
106," \w τὰ|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,NNP,""",1,7, τὰ,,"Gr,EA,,,,NNP,",ὁ,G35880,False,G35880,,106,1,1,58-PHM
107," \w σπλάγχνα|lemma=""σπλάγχνον"" strong=""G46980"" x-morph=""Gr,N,,,,,NNP,"" x-tw=""rc://*/tw/dict/bible/kt/heart""",1,7, σπλάγχνα,,"Gr,N,,,,,NNP,",σπλάγχνον,G46980,False,G46980,rc://*/tw/dict/bible/kt/heart,107,1,1,58-PHM
108," \w τῶν|lemma=""ὁ"" strong=""G35880"" x-morph=""Gr,EA,,,,GMP,""",1,7, τῶν,,"Gr,EA,,,,GMP,",ὁ,G35880,False,G35880,,108,1,1,58-PHM
109," \w ἁγίων|lemma=""ἅγιος"" strong=""G00400"" x-morph=""Gr,NS,,,,GMP,"" x-tw=""rc://*/tw/dict/bible/kt/saint""",1,7, ἁγίων,,"Gr,NS,,,,GMP,",ἅγιος,G00400,False,G00400,rc://*/tw/dict/bible/kt/saint,109,1,1,58-PHM
110," \w ἀναπέπαυται|lemma=""ἀναπαύω"" strong=""G03730"" x-morph=""Gr,V,IEP3,,S,""",1,7, ἀναπέπαυται,,"Gr,V,IEP3,,S,",ἀναπαύω,G03730,False,G03730,,110,1,1,58-PHM
111," \w διὰ|lemma=""διά"" strong=""G12230"" x-morph=""Gr,P,,,,,G,,,""",1,7, διὰ,,"Gr,P,,,,,G,,,",διά,G12230,False,G12230,,111,1,1,58-PHM
112," \w σοῦ|lemma=""σύ"" strong=""G47710"" x-morph=""Gr,RP,,,2G,S,""",1,7, σοῦ,,"Gr,RP,,,2G,S,",σύ,G47710,False,G47710,,112,1,1,58-PHM
