index,source_token,chapter,verse,token,token_prefix,morph,lemma,strongs,has_prefix,strongs_no_prefix,translation_word,id,occs,occ,book
123," \w εὐαγγελίζηται|lemma=""εὐαγγελίζω"" strong=""G20970"" x-morph=""Gr,V,SPM3,,S,"" x-tw=""rc://*/tw/dict/bible/kt/goodnews""",1,8, εὐαγγελίζηται,,"Gr,V,SPM3,,S,",εὐαγγελίζω,G20970,False,G20970,rc://*/tw/dict/bible/kt/goodnews,123,1,1,49-GAL
124," \w ὑμῖν|lemma=""σύ"" strong=""G47710"" x-morph=""Gr,RP,,,2D,P,""",1,8, ὑμῖν,,"Gr,RP,,,2D,P,",σύ,G47710,False,G47710,,124,2,1,49-GAL
125," \w παρ’|lemma=""παρά"" strong=""G38440"" x-morph=""Gr,P,,,,,A,,,""",1,8, παρ’,,"Gr,P,,,,,A,,,",παρά,G38440,False,G38440,,125,1,1,49-GAL
126," \w ὃ|lemma=""ὅς"" strong=""G37390"" x-morph=""Gr,RR,,,,ANS,""",1,8, ὃ,,"Gr,RR,,,,ANS,",ὅς,G37390,False,G37390,,126,1,1,49-GAL
127," \w εὐηγγελισάμεθα|lemma=""εὐαγγελίζω"" strong=""G20970"" x-morph=""Gr,V,IAM1,,P,"" x-tw=""rc://*/tw/dict/bible/kt/goodnews""",1,8, εὐηγγελισάμεθα,,"Gr,V,IAM1,,P,",εὐαγγελίζω,G20970,False,G20970,rc://*/tw/dict/bible/kt/goodnews,127,1,1,49-GAL
128," \w ὑμῖν|lemma=""σύ"" strong=""G47710"" x-morph=""Gr,RP,,,2D,P,""",1,8, ὑμῖν,,"Gr,RP,,,2D,P,",σύ,G47710,False,G47710,,128,2,2,49-GAL
129,", \w ἀνάθεμα|lemma=""ἀνάθεμα"" strong=""G03310"" x-morph=""Gr,N,,,,,NNS,"" x-tw=""rc://*/tw/dict/bible/kt/curse""",1,8, ἀνάθεμα,", ","Gr,N,,,,,NNS,",ἀνάθεμα,G03310,False,G03310,rc://*/tw/dict/bible/kt/curse,129,1,1,49-GAL
130," \w ἔστω|lemma=""εἰμί"" strong=""G15100"" x-morph=""Gr,V,MPA3,,S,""",1,8, ἔστω,,"Gr,V,MPA3,,S,",εἰμί,G15100,False,G15100,,130,1,1,49-GAL
132,"\w ὡς|lemma=""ὡς"" strong=""G56130"" x-morph=""Gr,CS,,,,,,,,"" x-tw=""rc://*/tw/dict/bible/other/like""",1,9, ὡς,,"Gr,CS,,,,,,,,",ὡς,G56130,False,G56130,rc://*/tw/dict/bible/other/like,132,1,1,49-GAL
133," \w προειρήκαμεν|lemma=""προλέγω"" strong=""G43020"" x-morph=""Gr,V,IEA1,,P,""",1,9, προειρήκαμεν,,"Gr,V,IEA1,,P,",προλέγω,G43020,False,G43020,,133,1,1,49-GAL
134,", \w καὶ|lemma=""καί"" strong=""G25320"" x-morph=""Gr,D,,,,,,,,,""",1,9, καὶ,", ","Gr,D,,,,,,,,,",καί,G25320,False,G25320,,134,1,1,49-GAL
135," \w ἄρτι|lemma=""ἄρτι"" strong=""G07370"" x-morph=""Gr,D,,,,,,,,,""",1,9, ἄρτι,,"Gr,D,,,,,,,,,",ἄρτι,G07370,False,G07370,,135,1,1,49-GAL
136," \w πάλιν|lemma=""πάλιν"" strong=""G38250"" x-morph=""Gr,D,,,,,,,,,""",1,9, πάλιν,,"Gr,D,,,,,,,,,",πάλιν,G38250,False,G38250,,136,1,1,49-GAL
137," \w λέγω|lemma=""λέγω"" strong=""G30040"" x-morph=""Gr,V,IPA1,,S,""",1,9, λέγω,,"Gr,V,IPA1,,S,",λέγω,G30040,False,G30040,,137,1,1,49-GAL
138,", \w εἴ|lemma=""εἰ"" strong=""G14870"" x-morph=""Gr,CS,,,,,,,,""",1,9, εἴ,", ","Gr,CS,,,,,,,,",εἰ,G14870,False,G14870,,138,1,1,49-GAL
139," \w τις|lemma=""τις"" strong=""G51000"" x-morph=""Gr,RI,,,,NMS,""",1,9, τις,,"Gr,RI,,,,NMS,",τις,G51000,False,G51000,,139,1,1,49-GAL
140," \w ὑμᾶς|lemma=""σύ"" strong=""G47710"" x-morph=""Gr,RP,,,2A,P,""",1,9, ὑμᾶς,,"Gr,RP,,,2A,P,",σύ,G47710,False,G47710,,140,1,1,49-GAL
141," \w εὐαγγελίζεται|lemma=""εὐαγγελίζω"" strong=""G20970"" x-morph=""Gr,V,IPM3,,S,"" x-tw=""rc://*/tw/dict/bible/kt/goodnews""",1,9, εὐαγγελίζεται,,"Gr,V,IPM3,,S,",εὐαγγελίζω,G20970,False,G20970,rc://*/tw/dict/bible/kt/goodnews,141,1,1,49-GAL
